2019	4	18	1	1
2019	4	18	2	2
2019	4	18	3	3
2019	4	19	5	1
2019	4	19	6	2
2019	4	19	7	3
2019	4	19	8	4
2019	4	19	9	5
2019	4	19	10	6
2019	4	19	11	7
2019	4	19	12	8
2019	4	19	13	9
2019	4	19	14	10
2019	4	20	15	1
2019	4	20	16	2
2019	4	20	17	3
2019	4	20	18	4
2019	4	20	19	5
2019	4	20	20	6
2019	4	20	21	7
2019	4	20	22	8
2019	4	20	23	9
2019	4	20	24	10
2019	4	21	28	1
2019	4	21	29	2
2019	4	21	30	3
2019	4	21	31	4
2019	4	21	32	5
2019	4	21	33	6
2019	4	21	34	7
2019	4	21	35	8
2019	4	21	36	9
2019	4	21	37	10
